order_id,order_date,customer_id,product_id,quantity,unit_price,sales,cost,profit,payment_method,returned
109,2025-01-16,2832,P010,2,9135.15,18270.3,13346.96,4923.34,Debit Card,No
110,2024-09-15,2570,P012,1,4126.15,4126.15,2578.61,1547.54,Cash,No
111,2025-10-27,2667,P008,2,6892.27,13784.54,10876.64,2907.9,Debit Card,No
112,2026-01-19,552,P012,1,4901.59,4901.59,3450.17,1451.42,Cash,No
113,2025-12-20,3112,P005,4,1391.96,5567.84,3886.84,1681.0,Debit Card,No
114,2025-06-28,3541,P011,5,2216.81,11084.05,7115.6,3968.45,UPI,No
115,2026-04-27,1690,P009,2,1088.82,2177.64,1368.28,809.36,Credit Card,No
116,2024-11-01,2165,P007,2,2551.07,5102.14,3281.74,1820.4,Credit Card,No
117,2026-04-10,4928,P008,5,6890.82,34454.1,24461.35,9992.75,Credit Card,No
118,2026-05-15,2924,P007,4,2478.03,9912.12,7820.16,2091.96,Credit Card,No
119,2026-03-13,4359,P001,5,51741.39,258706.95,187798.9,70908.05,Credit Card,No
120,2025-07-12,3632,P008,3,7089.1,21267.3,15515.64,5751.66,Credit Card,No
121,2024-12-01,2265,P001,4,58537.25,234149.0,155304.48,78844.52,Net Banking,No
122,2025-03-14,4805,P011,1,2404.17,2404.17,1561.51,842.66,Cash,No
123,2024-12-30,1945,P003,1,18662.33,18662.33,12715.7,5946.63,UPI,No
124,2025-02-17,3889,P006,3,649.11,1947.33,1471.44,475.89,Credit Card,No
125,2025-07-10,3620,P002,3,22549.32,67647.96,45691.53,21956.43,Net Banking,Yes
126,2026-04-25,931,P009,1,1267.86,1267.86,792.03,475.83,Debit Card,No
127,2025-08-08,3266,P001,5,58534.78,292673.9,204264.05,88409.85,Cash,No
128,2025-04-08,3362,P010,3,9092.78,27278.34,19681.14,7597.2,Credit Card,No
129,2024-10-05,4156,P004,3,13071.62,39214.86,26584.26,12630.6,Cash,No
130,2024-07-30,568,P010,5,9170.31,45851.55,35302.3,10549.25,Credit Card,No
131,2025-11-05,3766,P006,3,541.14,1623.42,1140.81,482.61,Credit Card,No
132,2024-10-25,4182,P012,2,4390.92,8781.84,6560.78,2221.06,Debit Card,No
133,2026-05-25,4878,P006,2,621.39,1242.78,849.62,393.16,Net Banking,No
134,2026-02-09,1856,P009,3,1271.63,3814.89,2672.13,1142.76,Net Banking,No
135,2026-06-17,3490,P006,5,653.0,3265.0,2534.55,730.45,Debit Card,No
136,2025-01-28,3879,P006,1,653.69,653.69,445.36,208.33,UPI,No
137,2025-01-12,310,P003,1,16476.1,16476.1,10676.63,5799.47,Cash,No
138,2024-12-07,2335,P004,1,11003.0,11003.0,7230.84,3772.16,UPI,Yes
139,2024-11-11,3260,P010,4,9318.66,37274.64,29316.08,7958.56,Net Banking,No
140,2024-07-17,4921,P001,5,57036.34,285181.7,209709.75,75471.95,UPI,No
141,2025-08-12,3245,P008,4,6319.46,25277.84,16128.2,9149.64,UPI,No
142,2026-05-23,23,P003,4,18729.33,74917.32,56183.0,18734.32,Cash,No
143,2026-03-31,495,P012,5,4088.12,20440.6,14098.5,6342.1,Cash,No
144,2025-07-15,4336,P001,2,51422.96,102845.92,69257.5,33588.42,Debit Card,No
145,2025-03-09,3358,P009,1,1181.45,1181.45,798.45,383.0,UPI,No
146,2025-04-03,1332,P010,3,9745.28,29235.84,19001.91,10233.93,UPI,No
147,2025-01-31,4942,P009,3,1151.8,3455.4,2276.1,1179.3,Cash,No
148,2024-09-29,963,P003,4,16982.87,67931.48,44900.28,23031.2,Cash,Yes
149,2025-06-11,4916,P011,1,2391.58,2391.58,1861.84,529.74,UPI,No
150,2024-06-21,1315,P009,3,1081.41,3244.23,2245.23,999.0,UPI,No
151,2025-08-25,1816,P004,1,11639.33,11639.33,8665.33,2974.0,UPI,No
152,2026-01-02,3033,P005,1,1479.24,1479.24,945.99,533.25,Credit Card,No
153,2024-09-07,3540,P010,4,8322.92,33291.68,23220.36,10071.32,Debit Card,No
154,2025-07-12,2934,P009,2,1192.97,2385.94,1610.18,775.76,Credit Card,No
155,2024-10-29,3101,P009,5,1274.77,6373.85,3962.85,2411.0,Net Banking,No
156,2025-03-07,4127,P009,2,1113.57,2227.14,1669.06,558.08,Credit Card,No
157,2024-11-27,4066,P005,1,1406.87,1406.87,855.45,551.42,Debit Card,No
158,2025-09-14,854,P001,1,51263.44,51263.44,32798.27,18465.17,Debit Card,No
159,2025-02-23,3917,P008,1,6889.53,6889.53,4891.74,1997.79,Credit Card,No
160,2025-04-19,829,P012,3,4725.98,14177.94,10719.48,3458.46,Net Banking,No
161,2025-02-12,801,P012,2,4148.76,8297.52,5157.54,3139.98,Credit Card,No
162,2026-02-07,757,P004,3,12000.0,36000.0,27125.16,8874.84,Debit Card,No
163,2025-07-27,1198,P003,4,19715.18,78860.72,58947.32,19913.4,Debit Card,No
164,2024-06-23,2594,P007,3,2492.96,7478.88,5625.45,1853.43,Credit Card,No
165,2025-03-13,2492,P002,5,23434.3,117171.5,76891.2,40280.3,Debit Card,No
166,2025-03-09,2914,P002,2,25831.65,51663.3,35432.34,16230.96,UPI,No
167,2024-10-06,505,P003,5,18399.96,91999.8,58671.4,33328.4,Credit Card,No
168,2026-01-22,2059,P001,2,50825.07,101650.14,69148.18,32501.96,Credit Card,No
169,2026-04-20,1895,P002,2,24631.51,49263.02,35631.62,13631.4,UPI,No
170,2026-04-24,1072,P003,4,17666.27,70665.08,46730.04,23935.04,Credit Card,No
171,2025-08-14,2731,P008,2,6770.65,13541.3,9422.56,4118.74,UPI,No
172,2026-05-05,1728,P008,3,6454.08,19362.24,13025.28,6336.96,Net Banking,Yes
173,2025-06-07,4245,P003,2,17351.43,34702.86,21151.78,13551.08,UPI,No
174,2026-06-17,4394,P003,3,16963.12,50889.36,35338.17,15551.19,UPI,No
175,2025-09-15,2019,P004,4,11243.62,44974.48,35514.8,9459.68,Debit Card,No
176,2025-11-10,4405,P002,1,22984.44,22984.44,13853.46,9130.98,Credit Card,No
177,2025-05-03,4885,P006,3,583.27,1749.81,1333.38,416.43,Cash,No
178,2025-04-28,4958,P006,5,612.57,3062.85,1983.65,1079.2,Cash,No
179,2025-01-12,2050,P002,4,22936.16,91744.64,56998.48,34746.16,Cash,No
180,2025-05-03,660,P008,1,6357.45,6357.45,5045.69,1311.76,Credit Card,No
181,2025-05-04,224,P008,2,7286.52,14573.04,11441.3,3131.74,Cash,No
182,2026-02-17,3257,P012,5,4358.61,21793.05,16237.35,5555.7,Credit Card,Yes
183,2025-11-30,3715,P006,5,626.49,3132.45,1906.9,1225.55,Cash,No
184,2025-08-15,1884,P009,3,1293.98,3881.94,2918.73,963.21,Cash,No
185,2026-01-27,4484,P009,3,1294.78,3884.34,2679.03,1205.31,Net Banking,No
186,2025-12-14,3346,P009,1,1195.88,1195.88,842.8,353.08,UPI,Yes
187,2025-08-08,3472,P012,2,4589.24,9178.48,6786.02,2392.46,UPI,No
188,2025-11-27,3598,P009,5,1094.59,5472.95,4348.25,1124.7,Net Banking,No
189,2025-08-11,4121,P003,4,18664.9,74659.6,57790.36,16869.24,Credit Card,Yes
190,2024-09-24,1185,P008,4,7351.02,29404.08,19901.56,9502.52,Net Banking,No
191,2024-07-15,564,P009,5,1145.16,5725.8,3646.25,2079.55,Credit Card,No
192,2025-08-25,4922,P009,5,1247.21,6236.05,4838.1,1397.95,Net Banking,No
193,2025-11-18,4143,P003,5,18747.91,93739.55,66087.75,27651.8,Credit Card,No
194,2026-05-30,2603,P003,3,18749.72,56249.16,39961.11,16288.05,UPI,No
195,2026-01-24,613,P007,5,2369.11,11845.55,7199.95,4645.6,Debit Card,No
196,2025-01-06,3215,P006,2,572.45,1144.9,867.98,276.92,Credit Card,No
197,2025-04-01,3528,P012,2,4531.14,9062.28,5439.9,3622.38,Cash,No
198,2025-09-01,4187,P003,3,17368.42,52105.26,41125.92,10979.34,Debit Card,No
199,2025-03-06,15,P007,2,2454.17,4908.34,3545.28,1363.06,UPI,No
200,2024-08-06,2168,P004,1,12777.44,12777.44,8226.83,4550.61,Credit Card,Yes
201,2025-05-14,1572,P009,3,1313.19,3939.57,2787.15,1152.42,Cash,Yes
202,2024-10-18,3587,P011,1,2297.94,2297.94,1695.01,602.93,Debit Card,Yes
203,2024-08-11,88,P010,5,9091.58,45457.9,34701.15,10756.75,Debit Card,No
204,2025-01-04,978,P004,2,12195.99,24391.98,18575.62,5816.36,Credit Card,No
205,2024-07-07,1249,P003,4,17034.2,68136.8,50779.44,17357.36,Net Banking,No
206,2025-09-27,4773,P007,1,2497.98,2497.98,1728.3,769.68,Credit Card,No
207,2026-02-21,333,P010,2,9125.38,18250.76,14393.84,3856.92,Debit Card,No
208,2025-10-21,1151,P002,1,24050.8,24050.8,18688.69,5362.11,Cash,No
209,2024-11-24,3411,P001,2,50264.0,100528.0,61765.38,38762.62,Net Banking,No
210,2025-12-06,2993,P008,1,7314.03,7314.03,4589.25,2724.78,UPI,No
211,2024-11-26,3604,P007,5,2299.86,11499.3,7782.7,3716.6,UPI,No
212,2025-09-04,3230,P009,1,1111.72,1111.72,838.26,273.46,Cash,No
213,2024-11-28,2998,P011,1,2328.66,2328.66,1401.57,927.09,Cash,No
214,2024-09-03,1588,P006,3,642.33,1926.99,1188.93,738.06,Cash,No
215,2024-10-27,2244,P009,4,1275.71,5102.84,3375.4,1727.44,Credit Card,No
216,2026-03-16,1344,P004,1,12104.46,12104.46,7910.16,4194.3,UPI,No
217,2026-01-03,4420,P010,1,8285.07,8285.07,5462.74,2822.33,Net Banking,No
218,2025-07-11,4153,P009,2,1080.29,2160.58,1393.28,767.3,Net Banking,No
219,2025-10-19,4361,P012,2,4367.98,8735.96,5742.76,2993.2,Net Banking,Yes
220,2025-10-18,142,P003,1,17970.55,17970.55,14343.26,3627.29,Debit Card,No
221,2024-10-15,2929,P008,3,6406.81,19220.43,12815.13,6405.3,UPI,No
222,2025-10-28,2912,P010,1,9188.11,9188.11,5840.09,3348.02,Cash,No
223,2025-03-28,4250,P004,2,12430.64,24861.28,15663.7,9197.58,Debit Card,No
224,2025-11-05,2790,P001,5,58493.19,292465.95,195857.75,96608.2,Net Banking,No
225,2026-03-14,2100,P002,3,27164.41,81493.23,62109.57,19383.66,UPI,No
226,2025-07-21,1255,P004,1,12868.11,12868.11,10238.0,2630.11,Credit Card,No
227,2025-04-16,2698,P005,3,1394.33,4182.99,2883.51,1299.48,Net Banking,No
228,2025-11-28,2875,P010,1,8303.7,8303.7,5692.11,2611.59,Credit Card,No
229,2026-05-09,2385,P009,1,1157.53,1157.53,724.04,433.49,Debit Card,No
230,2025-03-23,2959,P012,3,4494.79,13484.37,9388.59,4095.78,Cash,Yes
231,2025-09-10,1199,P011,3,2040.82,6122.46,4829.43,1293.03,Net Banking,Yes
232,2024-08-10,3486,P007,4,2524.67,10098.68,7147.32,2951.36,Cash,No
233,2025-03-16,4944,P009,2,1172.31,2344.62,1679.2,665.42,Cash,No
234,2025-04-19,241,P006,2,624.37,1248.74,807.98,440.76,UPI,No
235,2025-09-03,3985,P009,3,1214.01,3642.03,2882.76,759.27,UPI,Yes
236,2025-01-31,2415,P011,3,2138.78,6416.34,4939.71,1476.63,Credit Card,No
237,2025-05-21,1705,P009,3,1190.49,3571.47,2739.51,831.96,Net Banking,No
238,2025-07-20,3337,P004,2,11305.77,22611.54,14582.58,8028.96,UPI,No
239,2025-09-07,3170,P003,2,17558.86,35117.72,21255.68,13862.04,Debit Card,Yes
240,2025-04-17,4246,P010,1,9362.52,9362.52,6858.51,2504.01,Cash,No
241,2025-08-12,3158,P003,2,16308.67,32617.34,21953.06,10664.28,UPI,No
242,2024-11-19,2445,P010,1,9124.53,9124.53,6959.66,2164.87,Credit Card,No
243,2025-09-09,2722,P010,4,9438.4,37753.6,28300.92,9452.68,Debit Card,No
244,2024-07-22,2486,P002,4,24557.61,98230.44,65565.6,32664.84,UPI,No
245,2025-05-09,1784,P003,3,16600.56,49801.68,30478.65,19323.03,Cash,No
246,2026-02-05,494,P003,2,18011.86,36023.72,21692.54,14331.18,Net Banking,No
247,2025-10-27,4181,P008,5,7295.97,36479.85,23770.65,12709.2,Debit Card,No
248,2024-09-26,2854,P011,2,2166.41,4332.82,2735.56,1597.26,Cash,Yes
249,2024-12-25,4139,P001,4,60257.19,241028.76,150649.4,90379.36,Cash,No
250,2026-02-28,2451,P012,1,4247.02,4247.02,2704.24,1542.78,Cash,No
251,2024-08-21,4017,P009,5,1282.01,6410.05,4892.85,1517.2,Debit Card,No
252,2024-07-10,2813,P008,4,7458.16,29832.64,18883.0,10949.64,Net Banking,No
253,2026-01-09,1867,P010,2,8585.86,17171.72,10661.58,6510.14,Debit Card,No
254,2026-02-09,1825,P010,1,8531.15,8531.15,5396.4,3134.75,Credit Card,No
255,2025-06-11,172,P004,5,10826.34,54131.7,42327.6,11804.1,Credit Card,No
256,2026-04-19,1206,P003,1,17065.21,17065.21,10529.37,6535.84,UPI,No
257,2025-06-19,1923,P002,5,27432.47,137162.35,95569.45,41592.9,UPI,No
258,2026-03-10,4770,P005,3,1352.54,4057.62,2724.0,1333.62,Net Banking,No
259,2025-08-12,4568,P002,5,23474.42,117372.1,88072.3,29299.8,Credit Card,No
260,2025-06-05,4406,P001,1,53144.5,53144.5,41415.63,11728.87,Cash,No
261,2024-07-08,1032,P006,2,542.84,1085.68,824.26,261.42,UPI,No
262,2026-03-08,1829,P004,3,11186.94,33560.82,24716.7,8844.12,UPI,No
263,2025-01-26,4937,P009,2,1292.26,2584.52,1968.1,616.42,Credit Card,No
264,2025-11-03,3689,P009,5,1203.91,6019.55,4489.05,1530.5,Debit Card,No
265,2024-07-29,3113,P003,4,19027.27,76109.08,50825.96,25283.12,Net Banking,No
266,2025-08-19,2638,P009,1,1293.76,1293.76,976.58,317.18,Credit Card,No
267,2025-05-21,978,P011,5,2247.03,11235.15,8893.8,2341.35,Net Banking,No
268,2024-12-27,4135,P008,1,7426.62,7426.62,4667.81,2758.81,Cash,No
269,2025-09-26,1642,P001,1,54988.03,54988.03,37994.62,16993.41,Debit Card,No
270,2026-06-13,1779,P005,2,1370.45,2740.9,1960.58,780.32,UPI,No
271,2025-11-11,872,P011,2,2292.69,4585.38,3173.76,1411.62,Debit Card,Yes
272,2025-11-18,2880,P002,4,25751.46,103005.84,64696.88,38308.96,Cash,No
273,2024-12-07,3891,P011,4,1997.42,7989.68,6166.44,1823.24,Cash,No
274,2026-06-10,2972,P001,2,54349.1,108698.2,76360.04,32338.16,Debit Card,No
275,2025-07-01,929,P002,3,22917.45,68752.35,46933.02,21819.33,UPI,No
276,2024-08-05,1946,P010,5,9859.38,49296.9,30140.7,19156.2,Cash,No
277,2025-05-10,3780,P008,1,6516.39,6516.39,4047.07,2469.32,Cash,No
278,2025-01-26,4128,P012,4,4818.45,19273.8,12424.08,6849.72,UPI,No
279,2025-12-06,1274,P010,3,8938.58,26815.74,19535.19,7280.55,Net Banking,No
280,2024-10-28,3365,P004,1,11005.97,11005.97,8214.37,2791.6,Net Banking,No
281,2025-02-08,3781,P005,4,1409.84,5639.36,3754.36,1885.0,Cash,No
282,2025-07-29,1503,P012,4,4241.37,16965.48,12694.52,4270.96,Net Banking,No
283,2024-12-18,2513,P003,1,18162.29,18162.29,14342.88,3819.41,Credit Card,No
284,2025-08-05,4544,P006,3,608.18,1824.54,1455.18,369.36,UPI,No
285,2025-06-21,2430,P008,3,7405.38,22216.14,17677.65,4538.49,Credit Card,No
286,2025-07-26,638,P004,1,13086.35,13086.35,9641.16,3445.19,Credit Card,No
287,2024-11-01,4412,P012,1,4177.56,4177.56,2735.39,1442.17,Net Banking,No
288,2026-03-16,23,P003,4,18089.2,72356.8,53104.76,19252.04,UPI,No
289,2025-11-30,1892,P008,1,7552.94,7552.94,5179.1,2373.84,Debit Card,Yes
290,2026-01-26,4345,P012,2,4228.74,8457.48,6667.78,1789.7,Cash,No
291,2025-07-13,4396,P005,2,1639.68,3279.36,2254.1,1025.26,Cash,No
292,2025-09-16,1414,P006,4,638.76,2555.04,1819.64,735.4,Credit Card,No
293,2024-12-22,321,P008,1,7311.81,7311.81,5233.05,2078.76,Debit Card,No
294,2024-08-07,1271,P012,1,4185.46,4185.46,2895.22,1290.24,Debit Card,No
295,2025-01-15,750,P006,1,635.04,635.04,466.62,168.42,UPI,No
296,2024-10-10,2334,P007,4,2721.66,10886.64,8398.52,2488.12,Cash,No
297,2026-01-20,386,P001,1,49901.35,49901.35,37383.17,12518.18,Cash,No
298,2024-10-16,929,P004,2,12242.26,24484.52,15749.12,8735.4,Credit Card,No
299,2025-06-17,3882,P007,5,2727.55,13637.75,9192.55,4445.2,Debit Card,No
300,2026-06-07,4997,P001,3,55022.94,165068.82,127689.24,37379.58,Net Banking,No
301,2026-03-17,1236,P010,4,8838.7,35354.8,23703.36,11651.44,Cash,No
302,2025-01-11,1261,P012,3,4152.04,12456.12,7911.66,4544.46,Credit Card,No
303,2026-03-15,4561,P009,5,1222.77,6113.85,4332.0,1781.85,Net Banking,No
304,2025-10-30,2808,P009,3,1248.5,3745.5,2949.87,795.63,UPI,No
305,2026-06-15,3273,P011,1,2334.61,2334.61,1449.24,885.37,Cash,No
306,2024-11-04,1672,P012,4,4143.31,16573.24,12429.76,4143.48,Cash,No
307,2026-02-19,1068,P002,1,25667.63,25667.63,17984.6,7683.03,Debit Card,No
308,2025-09-15,1855,P004,4,11308.49,45233.96,34168.64,11065.32,UPI,No
309,2026-03-09,1114,P011,2,2356.79,4713.58,3724.24,989.34,Net Banking,No
310,2025-01-01,1543,P012,4,4867.19,19468.76,14192.16,5276.6,Net Banking,No
311,2026-02-23,4176,P004,1,13055.08,13055.08,9875.37,3179.71,Debit Card,No
312,2024-10-05,1757,P004,3,11537.75,34613.25,27016.83,7596.42,Credit Card,No
313,2025-11-21,2648,P011,1,2376.08,2376.08,1622.65,753.43,Credit Card,No
314,2026-03-06,4701,P009,3,1281.78,3845.34,2706.33,1139.01,Debit Card,No
315,2024-12-29,143,P009,3,1120.9,3362.7,2402.43,960.27,Cash,No
316,2026-05-22,2529,P001,4,51619.26,206477.04,150498.4,55978.64,Cash,No
317,2024-06-23,3568,P002,4,23144.35,92577.4,67327.36,25250.04,Credit Card,Yes
